Symbol,Raw_Symbol,Name,Category,ISIN,ETF_Name,ETF_Category,ETF_ISIN,Suggested_AMFI_Scheme_Code,Suggested_AMFI_Scheme_Name,Suggested_NAV,Suggested_NAV_Date,Match_Score,Match_Type,Mapping_Status,Manual_AMFI_Scheme_Code,Manual_AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,Quality_Override_Notes
NIFTYBETF.NS,NIFTYBETF,BFAM-NIFTYBETF,Broad Market ETF,INF0QA701722,BFAM-NIFTYBETF,Broad Market ETF,INF0QA701722,152356,Bajaj Finserv Nifty 50 ETF,249.3504,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYCASE.NS,NIFTYCASE,ZERODHAAMC - NIFTYCASE,Broad Market ETF,INF0R8F01166,ZERODHAAMC - NIFTYCASE,Broad Market ETF,INF0R8F01166,153905,Zerodha Nifty 50 ETF,9.7239,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYETF.NS,NIFTYETF,MIRAEAMC-MAN50ETF,Broad Market ETF,INF769K01EG9,MIRAEAMC-MAN50ETF,Broad Market ETF,INF769K01EG9,145633,Mirae Asset Nifty 50 ETF,263.5556,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYIETF.NS,NIFTYIETF,ICICIPruNiftyETF,Broad Market ETF,INF109K012R6,ICICIPruNiftyETF,Broad Market ETF,INF109K012R6,121366,ICICI Prudential Nifty 50 ETF,274.6252,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NIFTYQLITY.NS,NIFTYQLITY,BIRLASLAMC-NIFTYQLITY,IT ETF,INF209KB15K4,BIRLASLAMC-NIFTYQLITY,IT ETF,INF209KB15K4,150497,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,20.8956,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NPBET.NS,NPBET,TATAAML-NPBET,Bank/Financial ETF,INF277K010X4,TATAAML-NPBET,Bank/Financial ETF,INF277K010X4,147614,Tata Nifty Private Bank Exchange Traded Fund,292.107,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NV20.NS,NV20,KOTAKMAMC-KTKNV20ETF,Factor ETF,INF174KA1ZE1,KOTAKMAMC-KTKNV20ETF,Factor ETF,INF174KA1ZE1,135744,Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,14.1182,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NV20BEES.NS,NV20BEES,NIPINDETFETFNV20,Factor ETF,INF204KB18I3,NIPINDETFETFNV20,Factor ETF,INF204KB18I3,134782,Nippon India ETF Nifty 50 Value 20,141.3398,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
NV20IETF.NS,NV20IETF,ICICIPruNV20ETF,Factor ETF,INF109KC11V0,ICICIPruNV20ETF,Factor ETF,INF109KC11V0,139455,ICICI Prudential Nifty50 Value 20 ETF,13.772,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
OILIETF.NS,OILIETF,ICICIPRAMC - OILIETF,Broad Market ETF,INF109KC18W3,ICICIPRAMC - OILIETF,Broad Market ETF,INF109KC18W3,152748,ICICI Prudential Nifty Oil & Gas ETF,11.3032,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PHARMABEES.NS,PHARMABEES,NIPPONAMC-NETFPHARMA,Pharma/Healthcare ETF,INF204KC1089,NIPPONAMC-NETFPHARMA,Pharma/Healthcare ETF,INF204KC1089,149008,Nippon India Nifty Pharma ETF,26.4263,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PSUBANK.NS,PSUBANK,KotakMahindraMutualFun,Bank/Financial ETF,INF373I01023,KotakMahindraMutualFun,Bank/Financial ETF,INF373I01023,106929,Kotak Nifty PSU Bank ETF,842.4976,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PSUBANKADD.NS,PSUBANKADD,DSPAMC-DSPPSBKETF,Bank/Financial ETF,INF740KA1SY9,DSPAMC-DSPPSBKETF,Bank/Financial ETF,INF740KA1SY9,151888,DSP Nifty PSU Bank ETF,85.0669,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PSUBNKBEES.NS,PSUBNKBEES,NIPINDETFPSUBANKBEES,Bank/Financial ETF,INF204KB16I7,NIPINDETFPSUBANKBEES,Bank/Financial ETF,INF204KB16I7,140089,Nippon India ETF Nifty PSU Bank BeES,94.0085,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PSUBNKIETF.NS,PSUBNKIETF,ICICIPRAMC-PSUBANKICI,Bank/Financial ETF,INF109KC10S8,ICICIPRAMC-PSUBANKICI,Bank/Financial ETF,INF109KC10S8,151572,ICICI Prudential Nifty PSU Bank ETF,85.362,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PVTBANIETF.NS,PVTBANIETF,ICICIPRAMC-ICICIBANKP,Bank/Financial ETF,INF109KC18U7,ICICIPRAMC-ICICIBANKP,Bank/Financial ETF,INF109KC18U7,147530,ICICI Prudential Nifty Private Bank ETF,28.4793,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PVTBANKADD.NS,PVTBANKADD,DSPAMC-DSPPVBKETF,Bank/Financial ETF,INF740KA1TA7,DSPAMC-DSPPVBKETF,Bank/Financial ETF,INF740KA1TA7,151887,DSP Nifty Private Bank ETF,28.6238,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
PVTBKGROWW.NS,PVTBKGROWW,GROWWAMC - PVTBKGROWW,Bank/Financial ETF,INF666M01OT5,GROWWAMC - PVTBKGROWW,Bank/Financial ETF,INF666M01OT5,154345,Groww Nifty Private Bank ETF,28.2805,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
QGOLDHALF.NS,QGOLDHALF,QuantumGoldFund-Exchan,Gold ETF,INF082J01408,QuantumGoldFund-Exchan,Gold ETF,INF082J01408,107693,Quantum Gold ETF,120.3479,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
QNIFTY.NS,QNIFTY,QuantumNiftyETF,Broad Market ETF,INF082J01499,QuantumNiftyETF,Broad Market ETF,INF082J01499,108479,Quantum Nifty 50 ETF,266.7281,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
QUAL30IETF.NS,QUAL30IETF,ICICIPRAMC-ICICIQTY30,IT ETF,INF109KC18V5,ICICIPRAMC-ICICIQTY30,IT ETF,INF109KC18V5,151907,ICICI Prudential Nifty 200 Quality 30 ETF,20.6866,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
QUALITY30.NS,QUALITY30,KOTAKMAMC - QUALITY30,IT ETF,INF174KA1WT6,KOTAKMAMC - QUALITY30,IT ETF,INF174KA1WT6,153657,Kotak Nifty200 Quality 30 ETF,20.257,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIBPB.NS,SBIBPB,SBIAMC - SBIBPB,Bank/Financial ETF,INF200KB1712,SBIAMC - SBIBPB,Bank/Financial ETF,INF200KB1712,153435,SBI BSE PSU BANK ETF,48.6451,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIETFCON.NS,SBIETFCON,SBIAMC-SBIETFCON,Consumption/FMCG ETF,INF200KA1X17,SBIAMC-SBIETFCON,Consumption/FMCG ETF,INF200KA1X17,149041,SBI Nifty Consumption ETF,121.6023,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIETFIT.NS,SBIETFIT,SBIAMC-SBIETFIT,IT ETF,INF200KA1S14,SBIAMC-SBIETFIT,IT ETF,INF200KA1S14,148542,SBI Nifty IT ETF,303.7782,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIETFPB.NS,SBIETFPB,SBIAMC-SBIETFPB,Bank/Financial ETF,INF200KA1S22,SBIAMC-SBIETFPB,Bank/Financial ETF,INF200KA1S22,148541,SBI Nifty Private Bank ETF,287.9479,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIETFQLTY.NS,SBIETFQLTY,SBIAMC-SBIETFQLTY,IT ETF,INF200KA1WX6,SBIAMC-SBIETFQLTY,IT ETF,INF200KA1WX6,145648,SBI Nifty 200 Quality 30 ETF,217.5385,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBILIQETF.NS,SBILIQETF,SBIAMC - SBILIQETF,Parking/Debt ETF,INF200KB1969,SBIAMC - SBILIQETF,Parking/Debt ETF,INF200KB1969,153796,SBI Nifty 1D Rate Liquid ETF - Growth,1045.806,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIMIDMOM.NS,SBIMIDMOM,SBIAMC - SBIMIDMOM,Factor ETF,INF200KB1AJ0,SBIAMC - SBIMIDMOM,Factor ETF,INF200KB1AJ0,154237,SBI Nifty Midcap 150 Momentum 50 ETF,62.2063,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBINEQWETF.NS,SBINEQWETF,SBIAMC - SBINEQWETF,Broad Market ETF,INF200KB1282,SBIAMC - SBINEQWETF,Broad Market ETF,INF200KB1282,152749,SBI Nifty50 Equal Weight ETF,33.4624,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBINMID150.NS,SBINMID150,SBIAMC - SBINMID150,Broad Market ETF,INF200KB1AK8,SBIAMC - SBINMID150,Broad Market ETF,INF200KB1AK8,154305,SBI Nifty Midcap 150 ETF,22.9111,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBISILVER.NS,SBISILVER,SBIAMC - SBISILVER,Silver ETF,INF200KB1217,SBIAMC - SBISILVER,Silver ETF,INF200KB1217,152725,SBI Silver ETF,227.0374,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBISMLETF.NS,SBISMLETF,SBIAMC - SBISMLETF,Broad Market ETF,INF200KB1AY9,SBIAMC - SBISMLETF,Broad Market ETF,INF200KB1AY9,154353,SBI Nifty Smallcap 250 ETF,17.9858,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SBIVALETF.NS,SBIVALETF,SBIAMC - SBIVALETF,Factor ETF,INF200KB1AX1,SBIAMC - SBIVALETF,Factor ETF,INF200KB1AX1,154354,SBI Nifty200 Value 30 ETF,14.9926,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SELECTIPO.NS,SELECTIPO,MIRAEAMC - SELECTIPO,ETF,INF769K01ON4,MIRAEAMC - SELECTIPO,ETF,INF769K01ON4,153384,Mirae Asset BSE Select IPO ETF,45.8689,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SENSEXADD.NS,SENSEXADD,DSPAMC-DSPSENXETF,International ETF,INF740KA1SZ6,DSPAMC-DSPSENXETF,International ETF,INF740KA1SZ6,151886,DSP BSE Sensex ETF,80.079,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SENSEXAXIS.NS,SENSEXAXIS,AXISAMC-SENSEXAXIS,International ETF,INF846K010Q0,AXISAMC-SENSEXAXIS,International ETF,INF846K010Q0,151585,Axis BSE Sensex ETF,80.5738,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SENSEXBETA.NS,SENSEXBETA,UTIAMC-SENSEXBETA,Broad Market ETF,INF789FB1X58,UTIAMC-SENSEXBETA,Broad Market ETF,INF789FB1X58,135321,UTI BSE Sensex ETF,860.2831,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SENSEXETF.NS,SENSEXETF,MIRAEAMC-SENSEXETF,International ETF,INF769K01KT9,MIRAEAMC-SENSEXETF,International ETF,INF769K01KT9,152097,Mirae Asset BSE Sensex ETF,80.1256,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SENSEXIETF.NS,SENSEXIETF,ICICIPruSensexETF,Broad Market ETF,INF346A01034,ICICIPruSensexETF,Broad Market ETF,INF346A01034,101705,ICICI Prudential BSE Sensex ETF,892.7841,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SETF10GILT.NS,SETF10GILT,SBIAMC-SETF10GILT,Parking/Debt ETF,INF200KA1JT1,SBIAMC-SETF10GILT,Parking/Debt ETF,INF200KA1JT1,139430,SBI Nifty 10 yr Benchmark G-Sec ETF,265.3402,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SETFGOLD.NS,SETFGOLD,SBI-ETFGold,Gold ETF,INF200KA16D8,SBI-ETFGold,Gold ETF,INF200KA16D8,111954,SBI Gold ETF,123.8695,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SETFNIF50.NS,SETFNIF50,SBI-ETFNifty50,Broad Market ETF,INF200KA1FS1,SBI-ETFNifty50,Broad Market ETF,INF200KA1FS1,135106,SBI Nifty 50 ETF,260.8796,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SETFNIFBK.NS,SETFNIFBK,SBI-ETFNiftyBank,Bank/Financial ETF,INF200KA1580,SBI-ETFNiftyBank,Bank/Financial ETF,INF200KA1580,134008,SBI Nifty Bank ETF,595.056,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SETFNN50.NS,SETFNN50,SBI-ETFNiftyNext50,Bank/Financial ETF,INF200KA1598,SBI-ETFNiftyNext50,Bank/Financial ETF,INF200KA1598,134013,SBI Nifty Next 50 ETF,772.9403,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SHARIABEES.NS,SHARIABEES,NIPINDETFSHARIAHBEES,ETF,INF732E01128,NIPINDETFSHARIAHBEES,ETF,INF732E01128,140094,Nippon India ETF Nifty 50 Shariah BeES,454.5497,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVER.NS,SILVER,BIRLASLAMC-SILVER,Silver ETF,INF209KB19F6,BIRLASLAMC-SILVER,Silver ETF,INF209KB19F6,149779,Aditya Birla Sun Life Silver ETF,231.3678,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVER1.NS,SILVER1,KOTAKMAMC-KOTAKSILVE,Silver ETF,INF174KA1ZD3,KOTAKMAMC-KOTAKSILVE,Silver ETF,INF174KA1ZD3,150948,Kotak Silver ETF,22.4818,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVER360.NS,SILVER360,360ONEAMC - SILVER360,Silver ETF,INF579M01BC3,360ONEAMC - SILVER360,Silver ETF,INF579M01BC3,153415,360 ONE Silver ETF,227.9809,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERADD.NS,SILVERADD,DSPAMC-DSPSILVETF,Silver ETF,INF740KA1RE3,DSPAMC-DSPSILVETF,Silver ETF,INF740KA1RE3,150523,DSP Silver ETF,223.4428,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERAG.NS,SILVERAG,MIRAEAMC-MASILVER,Silver ETF,INF769K01KG6,MIRAEAMC-MASILVER,Silver ETF,INF769K01KG6,151779,Mirae Asset Silver ETF,225.5392,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERAXIS.NS,SILVERAXIS,AXISAMC-SILVERAXIS,Silver ETF,INF846K011K1,AXISAMC-SILVERAXIS,Silver ETF,INF846K011K1,150610,Axis Silver ETF,230.3331,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERBEES.NS,SILVERBEES,NIPPONAMC-SILVERBEES,Silver ETF,INF204KC1402,NIPPONAMC-SILVERBEES,Silver ETF,INF204KC1402,149758,Nippon India Silver ETF,221.6576,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERBETA.NS,SILVERBETA,UTIAMC-SILVERBETA,Silver ETF,INF789F1AYK6,UTIAMC-SILVERBETA,Silver ETF,INF789F1AYK6,151730,UTI Silver Exchange Traded Fund,223.7874,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERBND.NS,SILVERBND,BANDHANAMC - SILVERBND,Silver ETF,INF194KB1KI9,BANDHANAMC - SILVERBND,Silver ETF,INF194KB1KI9,153929,Bandhan Silver ETF,232.2521,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERCASE.NS,SILVERCASE,ZERODHAAMC - SILVERCASE,Silver ETF,INF0R8F01091,ZERODHAAMC - SILVERCASE,Silver ETF,INF0R8F01091,153413,Zerodha Silver ETF,23.5067,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SILVERIETF.NS,SILVERIETF,ICICIPRAMC-ICICISILVE,Silver ETF,INF109KC1Y56,ICICIPRAMC-ICICISILVE,Silver ETF,INF109KC1Y56,149464,ICICI PRUDENTIAL SILVER ETF,231.3538,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SMALL250.NS,SMALL250,MIRAEAMC - SMALL250,Broad Market ETF,INF769K01PQ4,MIRAEAMC - SMALL250,Broad Market ETF,INF769K01PQ4,153946,Mirae Asset Nifty Smallcap 250 ETF,18.0217,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SMALLADD.NS,SMALLADD,DSPAMC - SMALLADD,Broad Market ETF,INF740KA1WX3,DSPAMC - SMALLADD,Broad Market ETF,INF740KA1WX3,154024,DSP Nifty Smallcap 250 ETF,18.067,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SMALLCAP.NS,SMALLCAP,MIRAEAMC-SMALLCAP,IT ETF,INF769K01LC3,MIRAEAMC-SMALLCAP,IT ETF,INF769K01LC3,152455,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,47.0082,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SMALLGROWW.NS,SMALLGROWW,GROWWAMC - SMALLGROWW,IT ETF,INF666M01PG9,GROWWAMC - SMALLGROWW,IT ETF,INF666M01PG9,154384,Groww Nifty Smallcap 250 Momentum Quality 100 ETF,47.0552,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SMALLIETF.NS,SMALLIETF,ICICIPRAMC - SMALLIETF,Broad Market ETF,INF109K1A476,ICICIPRAMC - SMALLIETF,Broad Market ETF,INF109K1A476,154404,ICICI Prudential Nifty Smallcap 250 ETF,17.9966,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SML100CASE.NS,SML100CASE,ZERODHAAMC - SML100CASE,Broad Market ETF,INF0R8F01141,ZERODHAAMC - SML100CASE,Broad Market ETF,INF0R8F01141,153837,Zerodha Nifty Smallcap 100 ETF,10.8742,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SNXT30BEES.NS,SNXT30BEES,NIPPONAMC - SNXT30BEES,Broad Market ETF,INF204KC1EZ3,NIPPONAMC - SNXT30BEES,Broad Market ETF,INF204KC1EZ3,153569,Nippon India BSE Sensex Next 30 ETF,42.2841,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
SNXT50BETA.NS,SNXT50BETA,UTIAMC-SNXT50BETA,Broad Market ETF,INF789F1AUU3,UTIAMC-SNXT50BETA,Broad Market ETF,INF789F1AUU3,146388,UTI - BSE Sensex Next 50 Exchange Traded Fund,93.5177,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TATAGOLD.NS,TATAGOLD,TATAAML-TATAGOLD,Gold ETF,INF277KA1976,TATAAML-TATAGOLD,Gold ETF,INF277KA1976,152284,Tata Gold Exchange Traded Fund,14.1153,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TATSILV.NS,TATSILV,TATAAML-TATSILV,Silver ETF,INF277KA1984,TATAAML-TATSILV,Silver ETF,INF277KA1984,152285,Tata Silver Exchange Traded Fund,22.5091,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TECH.NS,TECH,BIRLASLAMC-TECH,Parking/Debt ETF,INF209KB11D8,BIRLASLAMC-TECH,Parking/Debt ETF,INF209KB11D8,149293,Aditya Birla Sun Life Nifty IT ETF,29.9884,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TNIDETF.NS,TNIDETF,TATAAML-TNIDETF,IT ETF,INF277KA1364,TATAAML-TNIDETF,IT ETF,INF277KA1364,149959,Tata Nifty India Digital Exchange Traded Fund,82.233,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TOP100CASE.NS,TOP100CASE,ZERODHAAMC-TOP100CASE,Broad Market ETF,INF0R8F01067,ZERODHAAMC-TOP100CASE,Broad Market ETF,INF0R8F01067,152667,Zerodha Nifty 100 ETF,10.6089,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TOP10ADD.NS,TOP10ADD,DSPAMC - TOP10ADD,Broad Market ETF,INF740KA1UR9,DSPAMC - TOP10ADD,Broad Market ETF,INF740KA1UR9,152812,DSP Nifty Top 10 Equal Weight ETF,87.8649,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TOP15IETF.NS,TOP15IETF,ICICIPRAMC - TOP15IETF,Broad Market ETF,INF109K1A344,ICICIPRAMC - TOP15IETF,Broad Market ETF,INF109K1A344,153617,ICICI Prudential Nifty Top 15 Equal Weight ETF,9.9236,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TOP20.NS,TOP20,MIRAEAMC - TOP20,Broad Market ETF,INF769K01PZ5,MIRAEAMC - TOP20,Broad Market ETF,INF769K01PZ5,154060,Mirae Asset Nifty Top 20 Equal Weight ETF,8.788,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
TWCGOLDETF.NS,TWCGOLDETF,WEALTH - TWCGOLDETF,Gold ETF,INF2F0001370,WEALTH - TWCGOLDETF,Gold ETF,INF2F0001370,154092,The Wealth Company Gold ETF,144.6276,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
UNIONGOLD.NS,UNIONGOLD,UNIONAMC - UNIONGOLD,Gold ETF,INF582M01KS4,UNIONAMC - UNIONGOLD,Gold ETF,INF582M01KS4,153337,Union Gold ETF,142.2173,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
VAL30IETF.NS,VAL30IETF,ICICIPRAMC - VAL30IETF,Factor ETF,INF109KC16X5,ICICIPRAMC - VAL30IETF,Factor ETF,INF109KC16X5,152932,ICICI Prudential Nifty200 Value 30 ETF,15.4481,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
VALUE.NS,VALUE,MIRAEAMC - VALUE,Factor ETF,INF769K01QV2,MIRAEAMC - VALUE,Factor ETF,INF769K01QV2,154299,Mirae Asset Nifty 500 Value 50 ETF,16.243,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
VALUEAXIS.NS,VALUEAXIS,AXISAMC-VALUEAXIS,Factor ETF,INF846KA1119,AXISAMC-VALUEAXIS,Factor ETF,INF846KA1119,153414,Axis Nifty500 Value 50 ETF,33.0694,03-Jul-2026,1.0,ISIN,Verified,,,,,,,,,,
