Symbol,Raw_Symbol,Name,Universe_Group,Opportunity_Type,ISIN,AMFI_Scheme_Code,AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,NAV_Source,NAV_Match_Method,NAV_Match_Score,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,AUM_Source,TER_Source,Tracking_Error_Source,Tracking_Difference_Source,Benchmark_Source,Metadata_Confidence,Metadata_Flags,Last_Updated
PSUBANKADD.NS,PSUBANKADD,DSPAMC-DSPPSBKETF,ETF,Equity ETF,INF740KA1SY9,151888,DSP Nifty PSU Bank ETF,85.0669,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,23129.89,0.0085,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
PSUBNKBEES.NS,PSUBNKBEES,NIPINDETFPSUBANKBEES,ETF,Equity ETF,INF204KB16I7,140089,Nippon India ETF Nifty PSU Bank BeES,94.0085,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,23129.89,,,-0.0057,Nifty PSU Bank TRI,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:46
PSUBNKIETF.NS,PSUBNKIETF,ICICIPRAMC-PSUBANKICI,ETF,Equity ETF,INF109KC10S8,151572,ICICI Prudential Nifty PSU Bank ETF,85.362,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,11316.13,0.0085,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
PVTBANIETF.NS,PVTBANIETF,ICICIPRAMC-ICICIBANKP,ETF,Equity ETF,INF109KC18U7,147530,ICICI Prudential Nifty Private Bank ETF,28.4793,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,48819.02,0.0083,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
PVTBANKADD.NS,PVTBANKADD,DSPAMC-DSPPVBKETF,ETF,Equity ETF,INF740KA1TA7,151887,DSP Nifty Private Bank ETF,28.6238,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,48819.02,0.0083,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
PVTBKGROWW.NS,PVTBKGROWW,GROWWAMC - PVTBKGROWW,ETF,Equity ETF,INF666M01OT5,154345,Groww Nifty Private Bank ETF,28.2805,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,48819.02,0.0083,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
QGOLDHALF.NS,QGOLDHALF,QuantumGoldFund-Exchan,ETF,Commodity ETF,INF082J01408,107693,Quantum Gold ETF,120.3479,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,68367.16,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
QNIFTY.NS,QNIFTY,QuantumNiftyETF,ETF,Equity ETF,INF082J01499,108479,Quantum Nifty 50 ETF,266.7281,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,8008.8,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
QUAL30IETF.NS,QUAL30IETF,ICICIPRAMC-ICICIQTY30,ETF,Equity ETF,INF109KC18V5,151907,ICICI Prudential Nifty 200 Quality 30 ETF,20.6866,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,16520.9,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
QUALITY30.NS,QUALITY30,KOTAKMAMC - QUALITY30,ETF,Equity ETF,INF174KA1WT6,153657,Kotak Nifty200 Quality 30 ETF,20.257,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,228.0,0.0071,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIBPB.NS,SBIBPB,SBIAMC - SBIBPB,ETF,Equity ETF,INF200KB1712,153435,SBI BSE PSU BANK ETF,48.6451,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,10623.53,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIETFCON.NS,SBIETFCON,SBIAMC-SBIETFCON,ETF,Equity ETF,INF200KA1X17,149041,SBI Nifty Consumption ETF,121.6023,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2357.6,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIETFIT.NS,SBIETFIT,SBIAMC-SBIETFIT,ETF,Equity ETF,INF200KA1S14,148542,SBI Nifty IT ETF,303.7782,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,7045.59,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIETFPB.NS,SBIETFPB,SBIAMC-SBIETFPB,ETF,Equity ETF,INF200KA1S22,148541,SBI Nifty Private Bank ETF,287.9479,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,41075.7,0.0083,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIETFQLTY.NS,SBIETFQLTY,SBIAMC-SBIETFQLTY,ETF,Equity ETF,INF200KA1WX6,145648,SBI Nifty 200 Quality 30 ETF,217.5385,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,7428.53,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBILIQETF.NS,SBILIQETF,SBIAMC - SBILIQETF,ETF,Parking/Debt ETF,INF200KB1969,153796,SBI Nifty 1D Rate Liquid ETF - Growth,1045.806,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5330.0,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIMIDMOM.NS,SBIMIDMOM,SBIAMC - SBIMIDMOM,ETF,Equity ETF,INF200KB1AJ0,154237,SBI Nifty Midcap 150 Momentum 50 ETF,62.2063,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,255.83,0.0045,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBINEQWETF.NS,SBINEQWETF,SBIAMC - SBINEQWETF,ETF,Equity ETF,INF200KB1282,152749,SBI Nifty50 Equal Weight ETF,33.4624,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3115.14,0.0074,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBINMID150.NS,SBINMID150,SBIAMC - SBINMID150,ETF,Equity ETF,INF200KB1AK8,154305,SBI Nifty Midcap 150 ETF,22.9111,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,15.52,0.0082,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBISILVER.NS,SBISILVER,SBIAMC - SBISILVER,ETF,Commodity ETF,INF200KB1217,152725,SBI Silver ETF,227.0374,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBISMLETF.NS,SBISMLETF,SBIAMC - SBISMLETF,ETF,Equity ETF,INF200KB1AY9,154353,SBI Nifty Smallcap 250 ETF,17.9858,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4067.81,0.0077,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SBIVALETF.NS,SBIVALETF,SBIAMC - SBIVALETF,ETF,Equity ETF,INF200KB1AX1,154354,SBI Nifty200 Value 30 ETF,14.9926,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3089.19,0.0026,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SELECTIPO.NS,SELECTIPO,MIRAEAMC - SELECTIPO,ETF,Equity ETF,INF769K01ON4,153384,Mirae Asset BSE Select IPO ETF,45.8689,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1755.71,0.0028,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SENSEXADD.NS,SENSEXADD,DSPAMC-DSPSENXETF,ETF,International ETF,INF740KA1SZ6,151886,DSP BSE Sensex ETF,80.079,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,763.99,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SENSEXAXIS.NS,SENSEXAXIS,AXISAMC-SENSEXAXIS,ETF,International ETF,INF846K010Q0,151585,Axis BSE Sensex ETF,80.5738,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13212.09,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SENSEXBETA.NS,SENSEXBETA,UTIAMC-SENSEXBETA,ETF,Equity ETF,INF789FB1X58,135321,UTI BSE Sensex ETF,860.2831,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.53,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SENSEXETF.NS,SENSEXETF,MIRAEAMC-SENSEXETF,ETF,International ETF,INF769K01KT9,152097,Mirae Asset BSE Sensex ETF,80.1256,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2920.15,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SENSEXIETF.NS,SENSEXIETF,ICICIPruSensexETF,ETF,Equity ETF,INF346A01034,101705,ICICI Prudential BSE Sensex ETF,892.7841,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.27,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SETF10GILT.NS,SETF10GILT,SBIAMC-SETF10GILT,ETF,Parking/Debt ETF,INF200KA1JT1,139430,SBI Nifty 10 yr Benchmark G-Sec ETF,265.3402,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,66059.86,0.0012,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SETFGOLD.NS,SETFGOLD,SBI-ETFGold,ETF,Commodity ETF,INF200KA16D8,111954,SBI Gold ETF,123.8695,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.23,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SETFNIF50.NS,SETFNIF50,SBI-ETFNifty50,ETF,Equity ETF,INF200KA1FS1,135106,SBI Nifty 50 ETF,260.8796,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2.11,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SETFNIFBK.NS,SETFNIFBK,SBI-ETFNiftyBank,ETF,Equity ETF,INF200KA1580,134008,SBI Nifty Bank ETF,595.056,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,40055.67,0.0012,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SETFNN50.NS,SETFNN50,SBI-ETFNiftyNext50,ETF,Equity ETF,INF200KA1598,134013,SBI Nifty Next 50 ETF,772.9403,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13992.1,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SHARIABEES.NS,SHARIABEES,NIPINDETFSHARIAHBEES,ETF,Equity ETF,INF732E01128,140094,Nippon India ETF Nifty 50 Shariah BeES,454.5497,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5081.22,,,-0.0116,Nifty50 Shariah TRI,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:47
SILVER.NS,SILVER,BIRLASLAMC-SILVER,ETF,Commodity ETF,INF209KB19F6,149779,Aditya Birla Sun Life Silver ETF,231.3678,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVER1.NS,SILVER1,KOTAKMAMC-KOTAKSILVE,ETF,Commodity ETF,INF174KA1ZD3,150948,Kotak Silver ETF,22.4818,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVER360.NS,SILVER360,360ONEAMC - SILVER360,ETF,Commodity ETF,INF579M01BC3,153415,360 ONE Silver ETF,227.9809,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5238.74,0.0039,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERADD.NS,SILVERADD,DSPAMC-DSPSILVETF,ETF,Commodity ETF,INF740KA1RE3,150523,DSP Silver ETF,223.4428,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERAG.NS,SILVERAG,MIRAEAMC-MASILVER,ETF,Commodity ETF,INF769K01KG6,151779,Mirae Asset Silver ETF,225.5392,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERAXIS.NS,SILVERAXIS,AXISAMC-SILVERAXIS,ETF,Commodity ETF,INF846K011K1,150610,Axis Silver ETF,230.3331,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERBEES.NS,SILVERBEES,NIPPONAMC-SILVERBEES,ETF,Commodity ETF,INF204KC1402,149758,Nippon India Silver ETF,221.6576,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.35,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERBETA.NS,SILVERBETA,UTIAMC-SILVERBETA,ETF,Commodity ETF,INF789F1AYK6,151730,UTI Silver Exchange Traded Fund,223.7874,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERBND.NS,SILVERBND,BANDHANAMC - SILVERBND,ETF,Commodity ETF,INF194KB1KI9,153929,Bandhan Silver ETF,232.2521,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
SILVERCASE.NS,SILVERCASE,ZERODHAAMC - SILVERCASE,ETF,Commodity ETF,INF0R8F01091,153413,Zerodha Silver ETF,23.5067,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:47
