Symbol,Raw_Symbol,Name,Universe_Group,Opportunity_Type,ISIN,AMFI_Scheme_Code,AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,NAV_Source,NAV_Match_Method,NAV_Match_Score,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,AUM_Source,TER_Source,Tracking_Error_Source,Tracking_Difference_Source,Benchmark_Source,Metadata_Confidence,Metadata_Flags,Last_Updated
HDFCVALUE.NS,HDFCVALUE,HDFCAMC-HDFCVALUE,ETF,Parking/Debt ETF,INF179KC1DK8,150619,HDFC NIFTY 50 VALUE 20 ETF - Growth Option,127.1322,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3633.84,0.0067,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HEALTHADD.NS,HEALTHADD,DSPAMC-HEALTHADD,ETF,Equity ETF,INF740KA1ZG1,152306,DSP Nifty Healthcare ETF,16.5804,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1181.41,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol),auto_amfi_ter_tracking_latest.csv (Import Symbol),,,auto_amfi_ter_tracking_latest.csv (Import Symbol),0.85,Complete,2026-07-04 05:36:42
HEALTHAXIS.NS,HEALTHAXIS,AXISAMC-HEALTHAXIS,ETF,Equity ETF,INF846K01Z12,148934,Axis NIFTY Healthcare ETF,167.1722,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2034.64,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HEALTHCARE.NS,HEALTHCARE,MIRAEAMC - HEALTHCARE,ETF,Equity ETF,INF769K01QA6,154169,Mirae Asset Nifty 500 Healthcare ETF,21.2788,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,410.7,0.0088,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HEALTHIETF.NS,HEALTHIETF,ICICIPRAMC-ICICIPHARM,ETF,Equity ETF,INF109KC1Q72,148957,ICICI Prudential Nifty Healthcare ETF,168.531,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,14357.33,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HEALTHY.NS,HEALTHY,BIRLASLAMC-HEALTHY,ETF,Equity ETF,INF209KB10C2,149262,Aditya Birla Sun Life Nifty Healthcare ETF,16.8962,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5847.42,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
HNGSNGBEES.NS,HNGSNGBEES,NIPINDETFHANGSENGBEES,ETF,International ETF,INF204KB19I1,140095,Nippon India ETF Hang Seng BeES,420.4947,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,,,,-0.0105,Hang Seng TRI,,,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.55,AUM missing; TER missing,2026-07-04 05:36:42
HSBCGOLD.NS,HSBCGOLD,HSBCAMC - HSBCGOLD,ETF,Commodity ETF,INF336L01RX2,154294,HSBC Gold ETF,126.4377,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,837.97,0.0037,,,Other Scheme - FoF Domestic,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
ICICIB22.NS,ICICIB22,ICICIPRAMC-BHARATIWIN,ETF,International ETF,INF109KB15Y7,141957,BHARAT 22 ETF,118.5461,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.12,0.0006,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
IDFNIFTYET.NS,IDFNIFTYET,BANDHANAMC-IDFNIFTYET,ETF,Equity ETF,INF194KA1U07,139839,BANDHAN Nifty 50 ETF,267.7345,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2335.34,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
INFRA.NS,INFRA,MIRAEAMC - INFRA,ETF,Equity ETF,INF769K01QB4,154181,Mirae Asset Nifty India Infrastructure & Logistics ETF,12.3568,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,393.25,0.0018,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
INFRABEES.NS,INFRABEES,NIPINDETFINFRABEES,ETF,Equity ETF,INF732E01268,140102,Nippon India ETF Nifty Infrastructure BeES,978.2109,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,16974.95,,,-0.0118,Nifty Infrastructure TRI,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:42
INFRAIETF.NS,INFRAIETF,ICICIPRAMC-ICICIINFRA,ETF,Equity ETF,INF109KC16E5,150526,ICICI Prudential Nifty Infrastructure ETF,97.3784,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,38091.7,0.0042,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
INTERNET.NS,INTERNET,MIRAEAMC - INTERNET,ETF,Equity ETF,INF769K01PB6,153642,Mirae Asset Nifty India Internet ETF,12.9843,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1878.19,0.0021,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
IT.NS,IT,KOTAKMAMC-KOTAKIT,ETF,Equity ETF,INF174KA1GC5,148763,Kotak Nifty IT ETF,30.425,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,40056.15,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
ITADD.NS,ITADD,DSPAMC - DSPIT,ETF,Equity ETF,INF740KA1SX1,151820,DSP Nifty IT ETF,29.0551,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,6723.28,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
ITAXIS.NS,ITAXIS,AXISAMC-ITAXIS,ETF,Equity ETF,INF846K01Y96,148799,Axis IT ETF,301.8434,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,17438.0,,,,,auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:42
ITBEES.NS,ITBEES,NIPINDETFIT,ETF,Equity ETF,INF204KB15V2,148408,Nippon India ETF Nifty IT,30.431,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19010.22,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
ITBETA.NS,ITBETA,UTIAMC -ITBETA,ETF,Equity ETF,INF789F1AZD8,152355,UTI Nifty IT ETF,288.0886,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,538.79,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
ITETF.NS,ITETF,MIRAEAMC-ITETF,ETF,Equity ETF,INF769K01KV5,152155,Mirae Asset Nifty IT ETF,29.0188,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,12949.46,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
ITIETF.NS,ITIETF,ICICIPRAMC-ICICITECH,ETF,Equity ETF,INF109KC16I6,148466,ICICI Prudential Nifty IT ETF,30.4374,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,47201.35,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
IVZINGOLD.NS,IVZINGOLD,InvescoIndiaGoldETF,ETF,Commodity ETF,INF205KA1BP1,112368,Invesco India Gold Exchange Traded Fund,126.2958,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,69477.89,0.0037,,,Other Scheme - Gold ETF,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
IVZINNIFTY.NS,IVZINNIFTY,InvescoMF-NiftyETF,ETF,Parking/Debt ETF,INF205K01DA9,115284,Invesco India Nifty 50 Exchange Traded Fund,2778.875,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9445.71,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:42
JUNIORBEES.NS,JUNIORBEES,NIP IND ETF JUNIOR BEES,ETF,Equity ETF,INF732E01045,140085,Nippon India ETF Nifty Next 50 Junior BeES,779.6515,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,,,,-0.0098,Nifty Next 50 TRI,,,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.55,AUM missing; TER missing,2026-07-04 05:36:42
LICMFGOLD.NS,LICMFGOLD,LICMF LICGoldETF,ETF,Commodity ETF,INF397L01554,,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,,,AMFI_NAVAll,No reliable match,0.30000000000000004,,0.0052,,,Other Scheme - FoF Domestic,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.3,NAV missing; AUM missing; Tracking quality metric missing,2026-07-04 05:36:44
LICNETFGSC.NS,LICNETFGSC,LICNAMC-LICNMFET,ETF,Parking/Debt ETF,INF767K01MV5,133307,LIC MF Nifty 8-13 yr G-Sec ETF,29.4453,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,10051.18,0.0014,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:44
LICNETFN50.NS,LICNETFN50,LICNAMC-LICNFENGP,ETF,Equity ETF,INF767K01OS7,135607,LIC MF Nifty 50 ETF,271.8263,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,88717.44,0.0007,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LICNETFSEN.NS,LICNETFSEN,LICNAMC-LICNFESGP,ETF,Equity ETF,INF767K01OT5,135672,LIC MF BSE Sensex ETF,877.0716,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,74675.26,0.0009,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LICNFNHGP.NS,LICNFNHGP,LICNAMC-LICNFNHGP,ETF,Equity ETF,INF767K01PC8,136473,LIC MF Nifty 100 ETF,276.9589,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,74540.13,0.0024,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LICNMID100.NS,LICNMID100,LICNAMC-LICNMID100,ETF,Equity ETF,INF767K01RN1,152404,LIC MF Nifty Midcap 100 ETF,62.5371,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,61787.68,0.0013,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQGRWBEES.NS,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,ETF,Parking/Debt ETF,INF204KC1FU1,153725,Nippon India Nifty 1D Rate Liquid ETF-Growth,1045.9685,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,11970.9,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUID.NS,LIQUID,MIRAEAMC-LIQUID,ETF,Parking/Debt ETF,INF769K01KS1,151908,Mirae Asset Nifty 1D Rate Liquid ETF-IDCW,1000.0,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,52152.24,0.003,,,Debt Scheme - Liquid Fund,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUID1.NS,LIQUID1,KOTAKMAMC-KOTAKLIQ,ETF,Parking/Debt ETF,INF174KA1LV5,151358,Kotak Nifty 1D Rate Liquid ETF,1111.7102,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,41082.49,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDADD.NS,LIQUIDADD,DSPAMC-LIQUIDADD,ETF,Parking/Debt ETF,INF740KA1UM0,152555,DSP BSE Liquid Rate ETF,1133.8621,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,81712.07,0.0021,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDBEES.NS,LIQUIDBEES,NIPINDETFLIQUIDBEES,ETF,Parking/Debt ETF,INF732E01037,140086,Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,1000.0,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.11,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:45
LIQUIDBETF.NS,LIQUIDBETF,BFAM-LIQUIDBETF,ETF,Parking/Debt ETF,INF0QA701854,152638,Bajaj Finserv Nifty 1D Rate Liquid ETF,1088.5329,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,58394.64,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDCASE.NS,LIQUIDCASE,ZERODHAAMC-LIQUIDCASE,ETF,Parking/Debt ETF,INF0R8F01034,152327,Zerodha Nifty 1D Rate Liquid ETF - Growth Option,114.819,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,41082.49,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDETF.NS,LIQUIDETF,DSPAMC-LIQUIDETF,ETF,Parking/Debt ETF,INF740KA1EU7,142589,DSP NIFTY 1D Rate Liquid ETF,1000.0,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,41082.49,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDIETF.NS,LIQUIDIETF,ICICIPRAMC-ICICILIQ,ETF,Parking/Debt ETF,INF109KC1KT9,144947,ICICI Prudential BSE Liquid Rate ETF - IDCW,1000.0,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,57.24,0.0021,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDPLUS.NS,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,ETF,Parking/Debt ETF,INF769K01MY5,153045,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,1092.6435,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,69930.63,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDSBI.NS,LIQUIDSBI,SBIAMC-LIQUIDSBI,ETF,Parking/Debt ETF,INF200KA13Z8,152168,SBI NIFTY 1D Rate Liquid ETF - IDCW,1000.0,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,5943.12,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LIQUIDSHRI.NS,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,ETF,Parking/Debt ETF,INF680P01422,152741,Shriram Nifty 1D Rate Liquid ETF - Growth,1111.2874,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,3554.74,0.004,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LOWVOL.NS,LOWVOL,MIRAEAMC-MANV30F,ETF,Equity ETF,INF769K01JU9,151604,Mirae Asset Nifty 100 Low Volatility 30 ETF,206.6836,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4786.08,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
LOWVOL1.NS,LOWVOL1,KOTAKMAMC-KOTAKLOVOL,ETF,Equity ETF,INF174KA1IY5,150000,Kotak Nifty 100 Low Volatility 30 ETF,21.1233,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,17138.7,0.0036,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:45
